solarSystemName,x,y,z,security
F-EM4Q,6.50421193127822e16,1.76337739632055e16,-1.64234799042578e17,-0.4296292006125
1L-OEK,6.43151837176005e16,6.07970975192222e15,-1.75572952071644e17,-0.664660429548198
MN-Q26,6.75224373060196e16,1.84189682843934e16,-1.71001095051668e17,-0.510912223059368
5H-SM2,6.7607040835439e16,4.23740062374555e15,-1.8102723126022e17,-0.710860460449663
4-OS2A,6.63749706718307e16,1.68672013981142e16,-1.7622797466685e17,-0.595195922814082
YI-GV6,7.3048982622291e16,-2.46546989467696e15,-1.71237926079124e17,-0.640814171003701
SO-X5L,7.22940690079702e16,-8.98717247395629e15,-1.7612434637842e17,-0.703324859453136
XQS-GZ,7.66480682613943e16,1.15627069522397e16,-1.73578030275511e17,-0.551312385559307
Q-GQHN,7.229204588007e16,1.52633207933157e16,-1.71476390323016e17,-0.528575846526922
A-4JOO,1.21842788120823e17,1.90424421657402e16,-1.56030669729494e17,-0.196028963921459
TP7-KE,1.10574591175685e17,2.43196021704589e16,-1.52949512184167e17,-0.326929176701593
R4N-LD,1.12224595417431e17,1.41176468091595e16,-1.55273961049086e17,-0.261494638127526
3Q-VZA,1.19199273597776e17,1.82906994886479e16,-1.52592088021223e17,-0.249901645998577
M-MBRT,1.08168672790204e17,8.02137212973161e15,-1.60452241454045e17,-0.239291486597692
HPBE-D,1.06667673755784e17,1.75326811482104e16,-1.56525004473598e17,-0.291604855441934
GRHS-B,8.8217505269077e16,-7.06455617722105e15,-1.5794034059544e17,-0.458118921759586
J-RXYN,9.57284153327171e16,-1.080741775631e16,-1.61062402108344e17,-0.458729143663835
DUO-51,9.87043555147212e16,-1.16018150103517e16,-1.65160567645609e17,-0.473003120592913
07-SLO,1.0566295166777e17,-1.86996338734132e16,-1.6761963176074e17,-0.397503004575428
Z-A8FS,9.80213622572485e16,-1.90219644399951e16,-1.67381505931132e17,-0.542355633000581
GPD5-0,1.10336752262252e17,-1.26631484852216e16,-1.67912006844701e17,-0.305684213797511
LKZ-CY,8.2303350721936e16,1.7130054935206e16,-1.77005429604249e17,-0.449541181494742
F5M-CC,8.78877354253512e16,1.62967834502993e16,-1.84556875793384e17,-0.386747266179336
TZE-UB,9.15354497015506e16,1.67670519520826e16,-1.85255053545572e17,-0.323929514420567
WRL4-2,7.18144847055727e16,2.73652044517918e16,-1.75909100285864e17,-0.409574312361464
V7G-RL,7.47990103065488e16,2.52414164779789e16,-1.80184535966388e17,-0.44129404142483
XEN7-0,9.48939744004458e16,2.74295426589156e16,-1.85208720238498e17,-0.186493249387405
L-Z9KJ,7.63690678916989e16,5.02129343541278e15,-1.40358608946354e17,-0.346744375369978
7K-NSE,8.07159163076464e16,-5.84229499233537e15,-1.4227877064983e17,-0.286259818820605
OR-7N5,8.575262925924e16,-5.97204977730412e15,-1.41347690416645e17,-0.298068946942344
JEQG-7,8.87231033176933e16,-1.05135654418836e16,-1.4455687149393e17,-0.286209410331806
5NQI-E,8.98805678820406e16,-1.89319637684272e16,-1.4506483108473e17,-0.249720976363113
B-WQDP,9.09261130120336e16,-2.63262538891508e15,-1.39617849870154e17,-0.342152527805331
2-2EWC,2.11902825837728e17,1.99164257093201e15,-1.09683458521898e17,-0.107095118376064
E1W-TB,2.14585934812763e17,2.8286433638904e15,-9.8742581596449e16,-0.193337116344371
D-6H64,2.23526217827023e17,1.29694627580187e16,-1.13966817506572e17,-0.0633886988662709
8-BIE3,2.29165535969612e17,1.15350549774577e16,-1.12895486692174e17,-0.0760954314044791
LMM7-L,2.22857673380719e17,1.38098978466215e15,-1.0346456206189e17,-0.193261777399535
995-3G,2.1346061958957e17,6.02249180302504e15,-1.11149637686495e17,-0.0870203024937816
W2T-TR,1.78604451023589e17,7.00648706141208e15,-1.19754361032633e17,-0.0502633485059043
Q-UEN6,1.97052449245872e17,2.8982702293789e15,-1.15067862551835e17,-0.0554869265213205
BLMX-B,1.99417154676982e17,1.66241920588359e16,-1.21210395130856e17,-0.0323007199181052
M-CNUD,1.83587407628202e17,1.03716220146576e16,-1.21850608429685e17,-0.0434031063527152
YE1-9S,1.88243367913354e17,7.7343622339385e15,-1.12668977295106e17,-0.0505464527575508
IVP-KA,1.68486163179495e17,7.53045005273962e15,-1.27921242722167e17,-0.0630877989118237
04EI-U,1.75323011175172e17,1.30187076469546e16,-1.12535597991757e17,-0.0772734743545617
B-T6BT,2.34140753190651e17,-1.9890625509424e16,-7.23323245168794e16,-0.901096914122073
VK-A5G,2.21288638394982e17,-6.03063034657896e15,-7.90371027247978e16,-0.560811817683526
I6-SYN,2.140889516103e17,-3.0869244696766e15,-8.84820641841676e16,-0.349316601041058
O-5TN1,2.18934909352208e17,-1.19936549720652e16,-9.49199734329196e16,-0.404479117285169
8-SPNN,2.34031313007514e17,-2.80788125748641e16,-6.91246000913981e16,-0.952164152232162
U-QMOA,2.18458848970441e17,-1.2997052975093e16,-1.01392812903964e17,-0.309790755889429
4S0-NP,2.31875968206146e17,1.52513828602637e16,-1.08011163089194e17,-0.082603415130179
K-RMI5,2.38206636963675e17,1.46681426813797e16,-1.04851817168688e17,-0.100320876795382
C-6YHJ,2.51594917431096e17,1.16818005024224e16,-9.96589923132172e16,-0.129395170752784
M53-1V,2.54526584218597e17,8.37065547482291e15,-9.28790567439954e16,-0.192102702223912
E5T-CS,2.64852658330978e17,1.96475932163765e15,-9.42001813183419e16,-0.197198706196497
W4C8-Q,2.75682616350868e17,-7.90541209266146e15,-8.94898982104212e16,-0.272162593203624
I-2705,2.53441657984684e17,1.71855404253339e16,-9.95900441152661e16,-0.0906734518296762
5F-MG1,2.77546601310817e17,-9.80146026661008e15,-8.38763216113119e16,-0.314989533651334
P7-45V,2.8064144255751e17,-8.61393630454262e15,-7.69300260759331e16,-0.338578567724506
M-MCP8,2.80716040799899e17,-5.59194315038383e15,-7.04528313619863e16,-0.385715249470699
JZ-B5Y,2.88328386816619e17,-1.80171061932184e16,-7.30206809026138e16,-0.388955600823838
TPG-DD,2.84985473307958e17,-9.25967554663878e15,-8.10566919671988e16,-0.303574673613976
NIF-JE,2.97510532929496e17,-3.21993973823728e16,-8.23871008593924e16,-0.615063843330866
BTLH-I,2.92304164152618e17,-3.6999941134672e16,-9.31668926647845e16,-0.629151272974548
U93O-A,3.03858122393155e17,-4.35792650972922e16,-8.91536322868589e16,-0.842993300166003
0LY-W1,2.91962336466472e17,-2.99942201260756e16,-9.29826629618086e16,-0.550039438471306
4YO-QK,3.15000421930142e17,-4.10552318802384e16,-8.91369764269035e16,-0.906129714744778
LJ-RJK,3.17219829994209e17,-4.13969154760422e16,-8.33592469101154e16,-0.882817510231144
8-VC6H,3.19045588875207e17,-5.4268759936178e16,-9.28154716739975e16,-1
LQ-01M,2.83380536998313e17,-7.55875005051612e15,-5.55099794340504e16,-0.5795548658688
NG-M8K,2.74448817332408e17,-6.57380113449815e15,-4.78637993622497e16,-0.909781935292084
RV5-TT,2.90870494813767e17,-2.42243578010703e16,-5.31962862528367e16,-0.372365798986128
8OYE-Z,2.68790209585249e17,1.37992639294625e16,-4.94346661984365e16,-0.534490978681221
K85Y-6,2.67344945884475e17,-5.46853723414666e15,-4.47635986660391e16,-1
PKN-NJ,2.97520832489575e17,-3.60975059487708e16,-4.43263124496065e16,-0.260633182737633
EIN-QG,4.19311644615759e16,1.60077136198416e15,-1.47410467615903e17,-0.108887289886456
ARG-3R,3.28083953126281e16,5.14424328461552e15,-1.39535217970836e17,-0.0428070912625139
S-E6ES,3.81227439420932e16,-3.39435941465619e15,-1.52308143862838e17,-0.111649851046615
R-3FBU,3.74931024057746e16,-2.87535262629186e15,-1.42212853465139e17,-0.057463088281679
K7-LDX,4.04221133780448e16,2.87667471690237e16,-1.54905280938194e17,-0.113026105876277
U-IVGH,3.84982548680516e16,1.94963494593522e16,-1.5045225141449e17,-0.105290974695105
P-N5N9,3.24188402007107e16,1.30984473930399e15,-1.35347357978629e17,-0.0315521551045691
JMH-PT,5.17931918936847e16,8.71325742659408e15,-1.51113777446097e17,-0.216491204068149
DE-A7P,6.24497273917938e16,-446615946137965,-1.63498615913912e17,-0.472823042948603
X9V-15,5.96139421522775e16,1.15463277666641e16,-1.55124838132417e17,-0.316253691786492
K212-A,3.63802790777028e16,1.24435201481408e16,-1.41991368782049e17,-0.0649874387701193
F-5FDA,3.74710503119398e16,5.8693172279968e15,-1.23595648184326e17,-0.0468012536163373
S1-XTL,3.90067110446585e16,1.74444278744728e16,-1.21625540970984e17,-0.106254647821008
9PX2-F,4.61825065281837e16,-1.10589892046112e15,-1.26707645555527e17,-0.0651013056749872
N3-JBX,5.373205833407e16,2.55994870319641e15,-1.32862677385925e17,-0.128504684890868
SG-75T,6.58300577311468e16,9.20727308303193e15,-1.32811635708847e17,-0.291880352558105
GN-PDU,5.01005217238914e16,-4.5791573561559e15,-1.37885978838891e17,-0.0902961281396913
AZ3F-N,3.27079341392898e16,3.11897333965727e16,-1.23131586790309e17,-0.0788888503291003
RNM-Y6,3.70611756391675e16,2.64173496033558e16,-1.16282320467619e17,-0.18134696841289
V-KDY2,3.61523829185018e16,3.00141086451733e16,-1.12103104749363e17,-0.234868194359878
FYD-TO,2.58022942780596e16,3.3734340732082e16,-1.27224624617999e17,-0.0264815032343435
ER2O-Y,2.59089885246783e16,2.79611744324947e16,-1.19582726220375e17,-0.0427655694696467
J2-PZ6,3.92132245814098e16,3.70126894502169e16,-1.1085782172145e17,-0.331338981481287
XV-MWG,6.88271561525325e16,1.49815417153856e16,-1.2673106969775e17,-0.414538951376709
OAQY-M,8.19434620215197e16,2.6281082456294e16,-1.41531184436692e17,-0.527079057157033
1V-LI2,8.95520707695412e16,-605618822173467,-1.25287336217197e17,-0.428576763998229
M9-MLR,9.35228013209442e16,-1.97268906331417e15,-1.30634499980765e17,-0.396520006430187
Q-K2T7,7.94071512056417e16,6.84450300130461e15,-1.28885855380512e17,-0.458181659953148
LBC-AW,8.11776308735335e16,1.78956811741129e16,-1.32518171814238e17,-0.597488742477872
2-KPW6,7.28689315982032e16,1.97181955196894e16,-1.18578754529036e17,-0.563304826997358
H5N-V7,1.25546074041644e16,-2.52821279777434e16,-1.6230230729425e17,-0.242427990217523
HQ-Q1Q,1.272127543749e16,-1.93651058902769e16,-1.54180324329986e17,-0.161667345249614
WHI-61,2.47187143438818e16,-2.53298383457648e16,-1.48121254972245e17,-0.0515799117681863
ZFJH-T,1.59038450266168e16,-1.67948525060355e16,-1.49938759488905e17,-0.100164456424521
I-1B7X,2.20281915249377e16,-2.61764682087115e16,-1.68009970374949e17,-0.157696068927244
G15Z-W,2.0272202970293e16,-2.34588259195609e16,-1.51439346540934e17,-0.0866886395529695
AH8-Q7,4.24233767606182e16,2.3417771642211e16,-1.60734670105646e17,-0.192430564950437
SD4A-2,4.23942657895958e16,2.82911626372185e16,-1.73804679452231e17,-0.256632751872072
U6K-RG,3.34842487682415e16,2.50405972709702e16,-1.79392308516974e17,-0.206647911228255
V-S9YY,3.41978795388294e16,2.60990892292862e16,-1.62952180109262e17,-0.125635611784017
F2-NXA,3.73940868489318e16,2.54402372605592e16,-1.66670085887767e17,-0.179862982383506
NSBE-L,3.38283570712829e16,3.20101587767387e16,-1.84119659467241e17,-0.162235407879719
8Q-T7B,4.84646094871575e16,-1.10443356099196e16,-1.37539177936564e17,-0.063091208202227
WV0D-1,5.16673091986602e16,-1.47868039998445e16,-1.41702024711349e17,-0.0803935736481768
ZNF-OK,4.34361435405614e16,-1.4878941066051e16,-1.32922532543788e17,-0.0310707250576468
C8-7AS,3.96231470735447e16,-2.35882877116366e16,-1.29537331984162e17,-0.0123103506312681
4E-EZS,4.21281766542846e16,-1.9102270168252e16,-1.34619076083804e17,-0.0248305159995264
A-80UA,3.51275766883187e16,-2.73375648466273e16,-1.2752369441581e17,-0.00694158530607092
U2-28D,7.95503960160606e16,7.49027762106453e15,-9.71712659935089e16,-0.341332437216175
LQ-OAI,8.23815096696263e16,9.65030199677123e15,-1.11012638823483e17,-0.53953984148591
5-MQQ7,7.80122302830709e16,6.82684036464271e15,-1.022524362608e17,-0.374878492662026
6-EQYE,8.44225514244571e16,1.016940308962e16,-9.69734335144548e16,-0.404883711106786
03-OR2,7.75661931192696e16,-6.18842101389906e15,-9.78216464299458e16,-0.169683548997836
JLO-Z3,8.32565308686277e16,-6.63149719849092e15,-9.94881299682511e16,-0.202469859100355
IAK-JW,8.55776397331847e16,2.8443980899676e16,-1.12270391675899e17,-0.78306963495428
KZFV-4,7.87504806808723e16,2.32481014367442e16,-1.12562531341174e17,-0.674579590722748
WO-GC0,9.18346445655773e16,3.9693174381391e16,-1.16057650277873e17,-0.789404202015415
RYC-19,9.25467487940723e16,2.77328091490912e16,-1.1785350364778e17,-0.883892656251469
X2-ZA5,9.69231569474869e16,2.85442839014284e16,-1.19829591962352e17,-0.900584797387811
28Y9-P,7.96623007366701e16,3.04327146833576e16,-1.08956066803399e17,-0.685219008757729
Q4C-S5,1.05496643199412e17,1.73079091887757e16,-1.32111265621926e17,-0.679239241734241
B-1UJC,1.1247285895685e17,3.07305292045099e16,-1.40011160642951e17,-0.530799084942873
Q-NA5H,1.0233823895303e17,1.52700344922299e16,-1.28548235800126e17,-0.717675114032586
4-CM8I,1.11992678751484e17,2.08666736005418e16,-1.40496137501101e17,-0.509349651768391
ZDB-HT,1.10947501462647e17,1.80405812710911e16,-1.35079319283833e17,-0.58434608733999
1QZ-Y9,1.16935709847006e17,1.79108874504097e16,-1.39667243617669e17,-0.438399613225807
HJ-BCH,3.33705820871623e16,-1.26741968550723e16,-1.38717123911727e17,-0.028357996347001
QPTT-F,3.28959710009445e16,-2.52105363339932e16,-1.3736517422556e17,-0.0161742008203394
9M-M0P,3.2856843707891e16,-3.34296257581067e16,-1.37138451480424e17,-0.0109968855690828
9BC-EB,2.96610778072683e16,-2.58977376978439e16,-1.42026122440328e17,-0.0249626526964168
WFFE-4,3.13372282184141e16,-1.00608280012176e16,-1.35408434369919e17,-0.0224903286127601
71-UTX,3.47037718604938e16,-6.2119541201912e15,-1.35028336461427e17,-0.0292272637466874
PU-UMM,2.55843702999634e16,-2.09232710176409e16,-1.32643635169999e17,-0.013916703611237
6-KPAB,2.57609433834414e16,-1.4053723757799e16,-1.28284728911939e17,-0.0105409831611239
Y5-E1U,3.81151590519169e16,-8.83227348217517e15,-1.3551416671123e17,-0.0335375956309709
4-43BW,6.67465199457138e16,2.77396972504097e16,-1.38712533250757e17,-0.350874335707257
8CN-CH,6.68790752842803e16,2.74562090711788e16,-1.43313199611835e17,-0.320735797084124
V-F6DQ,6.13066343923797e16,2.33058295064648e16,-1.35802848667418e17,-0.289961065911736
3S-6VU,5.44398109984078e16,3.00397525663615e16,-1.35344635952162e17,-0.207431694138352
1-7HVI,6.68674956361024e16,2.54887927623755e16,-1.32472942031866e17,-0.402714467690058
OX-S7P,6.86722360549019e16,2.83904916525566e16,-1.29814787419583e17,-0.46070387224357
KDG-TA,1.49662289868226e17,3.1770183498444e16,-1.2669103383619e17,-0.179147372712691
KD-KPR,1.24479968414611e17,4.86885307591948e16,-1.19221836991472e17,-0.41571804591915
PT-21C,1.62859116227086e17,2.92973309911393e16,-1.19955187741201e17,-0.176723124495515
Z182-R,1.46668502019711e17,3.02361211807782e16,-1.24497212820971e17,-0.215549697995909
EKPB-3,1.46173975998465e17,3.4554936689739e16,-1.17907679333715e17,-0.355332323708551
5M2-KP,1.33537622273032e17,4.26125534259034e16,-1.19624947060105e17,-0.400129397842565
TK-DLH,1.56152160397871e17,3.25497741878892e16,-1.16291612142338e17,-0.308995355962644
C8H5-X,1.61645283641761e17,-1.15914373515571e16,-1.27205673427404e17,-0.149283980241833
O-7LAI,1.56665034349871e17,-4.76741724879655e15,-1.13303099139924e17,-0.08159470819762
7L3-JS,1.58766203465304e17,-1.23122959177474e16,-1.19175349191001e17,-0.119538687381886
WF4C-8,1.53316750356383e17,-1.59878724874944e16,-1.24105373413723e17,-0.171277102003398
TZN-2V,1.54235220985414e17,-9.1652765080965e15,-1.29230802361772e17,-0.152676654463557
8EF-58,1.47607424632376e17,-1.88802632944952e16,-1.37543768597843e17,-0.279752654874407
4DS-OI,1.58370832780552e17,-1.3371014801884e16,-1.33594255140185e17,-0.20063532401605
XQP-9C,1.6454922989881e17,-1.02465945059793e16,-1.31475679768122e17,-0.155018633473072
W-6GBI,1.7755492584934e17,-1.59048116381691e16,-1.37870014520938e17,-0.197772414499831
XKH-6O,1.81596826361226e17,-7.99521816214654e15,-1.41219519747853e17,-0.145223712888199
S0U-MO,1.81408241415656e17,-1.82397773780274e16,-1.47381334574571e17,-0.254662271012272
F39H-1,1.81083216725989e17,-8.82939324317559e15,-1.45184379550187e17,-0.169612911966826
V-QXXK,1.78607643887427e17,-1.72005396646375e16,-1.42910089542893e17,-0.232103940985573
2-Q4YG,1.61629569455622e17,-3.27846283926658e15,-1.29556062469816e17,-0.110381128073846
2JT-3Q,1.57420565938086e17,1.44596115590371e15,-1.31293642400188e17,-0.102109381012979
I3CR-F,1.49895913318716e17,-3.33733610616601e15,-1.4182194101827e17,-0.159830755870811
7-JT09,1.54421849014318e17,1.35704384115393e16,-1.32931316597392e17,-0.0887570080360963
AGCP-I,1.50412568680958e17,2.16402700256568e16,-1.26094453887969e17,-0.140320467478649
M4-GJ6,1.44911544202917e17,-1.70612110310897e15,-1.41686354666444e17,-0.156920531184033
5-2PQU,1.59060064628867e17,8.31830280362263e15,-1.31553073605394e17,-0.0809600941264919
SN9-3Z,1.43278195821126e17,2.90107478815529e15,-1.40404662693508e17,-0.14352230162644
6BJH-3,1.66708812233738e17,1.55518107685499e16,-1.36039076435033e17,-0.0546218033366426
U-UTU9,1.72419785887308e17,1.98604448413042e16,-1.44133471291932e17,-0.0420901579630924
1TG7-W,1.74008095764178e17,1.19618739050487e16,-1.42526548638442e17,-0.0590202799416423
QYD-WK,1.69474788526468e17,2.15221337827827e16,-1.36927251643668e17,-0.0445868476096163
R959-U,1.77263757285062e17,8.97608031473046e15,-1.3872412761268e17,-0.060729063323123
A-TJ0G,1.81342692072429e17,8.07720431039276e15,-1.4788289372426e17,-0.0851892836414506
88A-RA,1.28184175778003e17,1.05497692881817e16,-1.3417743094665e17,-0.286410083861693
8G-2FP,1.29264143509173e17,-3.13525082793406e15,-1.22458613532996e17,-0.211361059039855
C-J6MT,1.29744676842567e17,8.87297643489048e15,-1.25300725645515e17,-0.288745160757246
78-0R6,1.2473970860661e17,4.00008075685965e15,-1.38852092290276e17,-0.256904183941744
MSG-BZ,1.18743422424703e17,6.23226724367478e15,-1.45133102454423e17,-0.276212409876966
8-WYQZ,1.31732477228714e17,3.35096873111424e15,-1.22038972670314e17,-0.2303424254177
4M-QXK,1.42579444236587e17,4.97195345765022e15,-1.22364652117621e17,-0.148759276031791
X5-0EM,1.35340177713971e17,-1.59180677238066e16,-1.43690281220813e17,-0.250376639287015
G-EURJ,1.37410845417812e17,-1.77947043734052e16,-1.47455653257348e17,-0.286317261015392
SHBF-V,1.24729085346301e17,-2.57354394944366e16,-1.4863108319724e17,-0.292415513791705
RERZ-L,1.29708216400054e17,1.39059840691435e15,-1.35075523160155e17,-0.220317620838251
0UBC-R,1.2118859684758e17,-1.01950763299291e16,-1.379958604316e17,-0.214356648914326
3U-48K,1.2402903895961e17,-5.68567142828322e15,-1.41003876386651e17,-0.213716113976003
EFM-C4,1.21788833139828e17,4.99482016342361e16,-1.05013924887849e17,-0.481914015531488
YPW-M4,1.22552192393469e17,2.58391147456149e16,-1.16873220944529e17,-0.542441233977763
Q7-FZ8,1.22706568085621e17,3.21577903218681e16,-1.09676094336353e17,-0.546486627023542
L5-UWT,1.17003782582377e17,3.08811735961266e16,-1.16033255034036e17,-0.651106396669766
74-VZA,1.07679083200776e17,3.56673344757184e16,-1.09241872239415e17,-0.723381029499888
I-1QKL,1.1824015649078e17,3.91286742179065e16,-1.10212627849261e17,-0.57669208403444
GK5Z-T,1.04278918851683e17,4.59096353345978e15,-1.26240310372693e17,-0.528430737209387
RQN-OO,1.05819078285392e17,-2.11923113952442e15,-1.27177570341741e17,-0.390502090144027
67Y-NR,1.08696900443751e17,-9.24607825205087e15,-1.35364057979819e17,-0.256201647041158
GDHN-K,1.00685181627405e17,-4.42758510243232e15,-1.26930307331118e17,-0.367366086413164
QTME-D,1.08249612619033e17,1.89713933766994e15,-1.25578166367192e17,-0.452742920692857
A24L-V,1.16078102261507e17,9.36879152423574e15,-1.27954775147327e17,-0.477821840332895
4CJ-AC,1.0962006472935e17,-1.66690487527337e16,-1.39640597184119e17,-0.204915916580683
EUU-4N,1.53518710016218e17,-3.9779723647757e16,-1.63610116008694e17,-0.680773374348363
Q-3HS5,1.44710967626779e17,-3.48328499434401e16,-1.54811952210151e17,-0.578872911597689
3AE-CP,1.44352042671105e17,-4.20061201954491e16,-1.59992483804823e17,-0.674230751458654
0-VG7A,1.49152682348171e17,-2.42703197131207e16,-1.51986753446889e17,-0.430498024303009
9OLQ-6,1.47272791924632e17,-5.45767724281401e16,-1.60771498389932e17,-0.785978264141542
MOCW-2,1.54357447336411e17,-5.81638806452943e16,-1.56882458063723e17,-0.816541308655701
ZO-4AR,1.3107409991971e17,1.2756145110303e16,-1.07965558108177e17,-0.294006954901825
MJ-LGH,1.33473617864079e17,1.0569687919759e16,-1.1452674573483e17,-0.25918453210421
F2A-GX,1.37404018280874e17,1.48748032466255e16,-1.02522880638396e17,-0.261042790934649
RD-FWY,1.44045777894582e17,1.10990764735908e16,-1.00240255344561e17,-0.184984935346177
VBPT-T,1.36619780347463e17,1.87122683813931e16,-1.06091987200769e17,-0.31770605334715
KS-1TS,1.35408007674092e17,2.47680394096137e16,-1.01728674202317e17,-0.447454952485556
X0-6LH,1.38937769916599e17,3.62945151526922e16,-1.0393436913907e17,-0.714309691004995
FN0-QS,1.38636699061196e17,3.98590632401805e16,-9.95313366227227e16,-0.849374688565369
F3-8X2,1.27664636539026e17,3.54983031909602e16,-1.0784278735201e17,-0.542119724380294
N7-BIY,1.41670934753661e17,3.18388526891197e16,-1.02899086784794e17,-0.646398432675904
TTP-2B,1.43123040305118e17,4.2928272060668e16,-9.82685002016562e16,-0.933198787769423
LVL-GZ,1.43264732824699e17,4.52427859883017e16,-9.47698941286896e16,-0.959709646710606
EJ48-O,1.84129914886085e17,3.92374209024128e15,-1.46996337018007e17,-0.102748901053674
ROJ-B0,1.95482369590104e17,-2.80965369422031e15,-1.52221480421465e17,-0.190917010798066
DFH-V5,1.99074606021651e17,-9.97858869148563e15,-1.60128276147845e17,-0.323202821214622
B-II34,1.94373916218371e17,1.08597745612074e16,-1.46380084909698e17,-0.0864460960172524
4LB-EL,1.93630920666202e17,-7.2416946456377e15,-1.72250137418897e17,-0.388096103858319
UDE-FX,1.92175519255618e17,-8.91726524657989e15,-1.76232109204504e17,-0.410513704050244
5IH-GL,2.01412959292569e17,-1.57702068796928e16,-1.73300383562331e17,-0.50924515572668
C1G-XC,2.08722924938297e17,-1.83238873688078e16,-1.71526505039714e17,-0.564037041356022
04-EHC,2.01885620819303e17,-1.54863336457611e16,-1.78114662799838e17,-0.560405383069388
3-0FYP,2.15894140795852e17,-2.9482719538814e16,-1.69821045023316e17,-0.491812300996191
N-O53U,1.78475103262605e17,-2.88202516887969e16,-1.58236953212652e17,-0.425857555417792
HZ-O18,1.85293147204212e17,-3.28611924230423e16,-1.60131880994073e17,-0.420059620734395
D-P1EH,1.7767691678196e17,-3.82852262103646e16,-1.68687813852536e17,-0.537586510557801
74L2-U,1.79921691192404e17,-3.98260531319848e16,-1.77301909798682e17,-0.529933056452896
HL-VZX,1.88691428205056e17,-3.6161208263717e16,-1.83963091439738e17,-0.49572964336675
38NZ-1,2.02086285677294e17,-3.12405311082558e16,-1.86058831215674e17,-0.535451584189629
W-MF6J,1.98503201140814e17,-2.76296596136583e16,-1.81931017659089e17,-0.513510218097336
O-9G5Y,1.60019409797676e17,4.18216482220407e16,-1.1068268505887e17,-0.520978707851286
27-HP0,1.63121946287325e17,4.92456244806318e16,-1.06163620641133e17,-0.640740299643668
X1-IZ0,1.71171935326325e17,5.3511485392798e16,-1.02862501276065e17,-0.590191498123189
RZ-TI6,1.60390076252106e17,4.28520808754908e16,-1.00850202650484e17,-0.765949569766554
FX4L-2,1.62593681849415e17,4.02631596826803e16,-9.78202339187593e16,-0.755700601764356
1ZF-PJ,1.61622139058842e17,4.30280502843816e16,-9.21048093838703e16,-0.862302170407113
HFC-AQ,1.6018206927888e17,5.14344897702167e16,-8.60499775593804e16,-0.929292739457616
0-6VZ5,1.48524468036476e17,-3.24875120580289e16,-1.83175778352141e17,-0.49915678870515
GB-6X5,1.44466441356368e17,-4.42388012778712e16,-1.93902211079198e17,-0.524653857436131
7EX-14,1.4784878746644e17,-4.94032324533754e16,-1.96545755029735e17,-0.557444457486086
N7-KGJ,1.6077600076905e17,-4.43762268370198e16,-1.91242776379124e17,-0.593701956216756
VD-8QY,1.66843221493063e17,-3.26059871162316e16,-2.01463765550962e17,-0.560620742204999
J-ZYSZ,1.76400654148521e17,-2.35953298420188e16,-2.01648274813549e17,-0.512558611430207
5C-RPA,1.82575343425261e17,-2.1928813513699e16,-1.98463886248438e17,-0.497942380616347
CR2-PQ,1.85219696626835e17,-2.56039710011271e16,-1.92842047930586e17,-0.49937168157779
E-OGL4,-1.35022039015913e17,9.13019852433742e16,2.03092699835797e17,-0.285559659103861
J-GAMP,-1.44066700715278e17,8.90429971241649e16,1.99925070126547e17,-0.242294213048558
M-OEE8,-1.47598699433753e17,7.97887025929363e16,2.0063317959704e17,-0.218328793095497
V0DF-2,-1.54976127198138e17,8.29854265759899e16,2.01494958504556e17,-0.209448752724294
FY0W-N,-1.5780435697466e17,7.73419297548215e16,1.9982445813794e17,-0.193451154426695
MJI3-8,-1.62860646447307e17,7.96816564805784e16,1.9653601458857e17,-0.204501738715897
A-DDGY,-1.59856235338176e17,9.94936026192444e16,2.25138437397231e17,-0.206354275218664
F-RT6Q,-1.49191791249352e17,1.04870979498622e17,2.22502706398684e17,-0.249858845285707
B-S42H,-1.55840834123316e17,1.0242464562684e17,2.21259166939368e17,-0.223197727292497
NL6V-7,-1.49032942605264e17,9.95420485438053e16,2.39269345575048e17,-0.255747737470387
F-749O,-1.52117837419598e17,1.0443229180662e17,2.2807323819359e17,-0.236519293257132
0-YMBJ,-1.71220828809596e17,1.08173557785319e17,2.35484948779501e17,-0.158999004713213
UMI-KK,-1.65399870567719e17,1.07878231866962e17,2.37637924682123e17,-0.169478738913131
GKP-YT,-1.61132439116943e17,9.49211119473539e16,2.15606959633012e17,-0.210673791006825
AW1-2I,-1.55578548468556e17,1.07538751469019e17,2.32577839086105e17,-0.215424730864093
15W-GC,-1.3177023247338e17,1.06630225289183e17,2.10783337222986e17,-0.3229769218403
N-FK87,-1.46921209083885e17,1.01584207472833e17,2.23312501954996e17,-0.26421669177795
C2X-M5,-1.24740929840346e17,1.03054265236951e17,2.10557850425023e17,-0.373977291886839
MSHD-4,-1.1702991403763e17,1.0222245299156e17,2.12101121796971e17,-0.44073960888976
H-W9TY,-1.20307006000634e17,1.01394256771806e17,2.21200415305898e17,-0.46015482807075
PNDN-V,-1.38511515265046e17,1.03352444083315e17,2.20260874719647e17,-0.310737100108675
D7-ZAC,-1.1295064819316e17,1.03383544301189e17,2.20708008050969e17,-0.520236388649719
SH1-6P,-1.06006302217265e17,1.0871824099885e17,2.19662131863565e17,-0.565613935617448
TRKN-L,-9.59476635398385e16,1.01402086421014e17,2.23239036664183e17,-0.678991646298653
O-0ERG,-9.25060949592344e16,9.71247022449477e16,2.30278638857295e17,-0.726711954444778
WH-JCA,-8.40045437779023e16,8.58735546055646e16,2.30318998419085e17,-0.728917324333468
